"max_pairwise_difference","max_pairwise_difference_excluding_ambiguous","max_variable_block_length","max_variable_block_length_excluding_ambiguous","min_pairwise_difference","min_pairwise_difference_excluding_ambiguous","theta","tajima_d","tajima_pi","segregating_sites"
89,159,162,83,0,0,0.1840554,162,1.202447,0.2518961
93,161,162,153,1,2,0.1840554,162,1.452279,0.2659914
88,160,162,149,0,0,0.1840554,162,1.261592,0.255233
89,161,162,162,2,4,0.1840554,162,1.476836,0.2673768
93,162,162,162,1,2,0.1840554,162,1.572583,0.2727788
90,159,162,157,1,4,0.1840554,162,1.273731,0.2559179
91,162,162,162,1,3,0.1840554,162,1.562088,0.2721866
92,161,162,148,2,4,0.1840554,162,1.601924,0.2744342
91,160,162,162,2,5,0.1840554,162,1.486987,0.2679495
94,159,162,125,1,3,0.1840554,162,1.087947,0.2454362
84,159,162,162,1,2,0.1840554,162,1.300461,0.2574259
88,160,162,109,2,2,0.1840554,162,1.61083,0.2749366
91,161,162,162,0,2,0.1840554,162,1.392684,0.262629
85,158,162,152,0,3,0.1840554,162,1.163896,0.2497211
102,162,162,162,1,1,0.1840554,162,1.752165,0.2829106
97,161,162,111,1,5,0.1840554,162,1.629316,0.2759796
89,161,162,162,0,0,0.1840554,162,1.539095,0.2708894
94,162,162,162,0,3,0.1840554,162,1.667536,0.2781359
94,161,162,162,2,2,0.1840554,162,1.857561,0.2888569
94,160,162,162,2,2,0.1840554,162,1.877439,0.2899784
97,160,162,162,0,0,0.1840554,162,1.625089,0.2757411
98,161,162,162,1,5,0.1840554,162,1.951957,0.2941826
98,160,162,162,3,5,0.1840554,162,1.850577,0.2884629
98,161,162,162,1,9,0.1840554,162,1.949558,0.2940473
101,162,162,162,3,5,0.1840554,162,2.213066,0.3089141
104,161,162,162,1,4,0.1840554,162,2.324465,0.3151991
103,161,162,162,3,9,0.1840554,162,2.280176,0.3127004
99,161,162,162,2,8,0.1840554,162,2.278599,0.3126114
97,162,162,162,2,9,0.1840554,162,2.352891,0.3168029
95,161,162,162,2,3,0.1840554,162,2.201683,0.3082719
96,161,162,162,3,7,0.1840554,162,2.243295,0.3106196
103,162,162,162,3,6,0.1840554,162,2.315427,0.3146892
106,162,162,162,3,5,0.1840554,162,2.293534,0.313454
99,161,162,162,3,4,0.1840554,162,2.199827,0.3081672
110,162,162,162,1,11,0.1840554,162,2.271774,0.3122263
105,161,162,162,2,9,0.1840554,162,2.150979,0.3054113
106,162,162,162,4,6,0.1840554,162,2.114602,0.3033589
97,161,162,162,3,7,0.1840554,162,2.008372,0.2973655
102,161,162,162,3,6,0.1840554,162,2.254294,0.3112402
98,162,162,162,3,6,0.1840554,162,2.227074,0.3097044
95,161,162,162,3,6,0.1840554,162,2.162668,0.3060707
97,161,162,162,2,10,0.1840554,162,2.140484,0.3048191
102,161,162,162,3,5,0.1840554,162,2.123932,0.3038852
99,162,162,162,2,5,0.1840554,162,2.01032,0.2974754
94,161,162,162,2,2,0.1840554,162,1.63149,0.2761022
100,161,162,162,3,8,0.1840554,162,2.206453,0.308541
106,162,162,162,0,1,0.1840554,162,1.898682,0.2911769
98,161,162,162,0,10,0.1840554,162,2.16675,0.306301
94,162,162,162,3,8,0.1840554,162,2.170792,0.306529
104,162,162,162,1,4,0.1840554,162,2.170248,0.3064984
104,161,162,162,3,9,0.1840554,162,2.291772,0.3133546
99,161,162,162,2,9,0.1840554,162,2.166895,0.3063092
97,162,162,162,3,3,0.1840554,162,2.308774,0.3143139
106,161,162,162,0,1,0.1840554,162,2.342952,0.3162421
101,162,162,162,1,1,0.1840554,162,2.043053,0.2993222
100,162,162,162,3,4,0.1840554,162,2.360366,0.3172246
98,161,162,162,1,1,0.1840554,162,2.118882,0.3036004
95,161,162,162,3,9,0.1840554,162,2.136044,0.3045686
90,161,162,162,2,6,0.1840554,162,1.845594,0.2881817
96,161,162,162,3,5,0.1840554,162,1.952076,0.2941893
99,161,162,162,1,5,0.1840554,162,1.869527,0.289532
99,161,162,162,3,5,0.1840554,162,1.944244,0.2937475
94,160,162,162,2,2,0.1840554,162,1.854579,0.2886887
96,162,162,162,3,6,0.1840554,162,2.010982,0.2975128
96,160,162,162,0,1,0.1840554,162,2.050646,0.2997506
103,161,162,162,0,0,0.1840554,162,1.919117,0.2923299
100,160,162,162,2,3,0.1840554,162,1.953176,0.2942514
101,161,162,159,1,5,0.1840554,162,1.916454,0.2921796
96,161,162,162,2,6,0.1840554,162,1.922245,0.2925063
90,160,162,162,1,1,0.1840554,162,1.741272,0.282296
88,160,162,157,1,5,0.1840554,162,1.487358,0.2679705
97,161,162,157,1,2,0.1840554,162,1.818135,0.2866325
94,161,162,162,3,8,0.1840554,162,1.657239,0.277555
87,160,162,110,1,3,0.1840554,162,1.295611,0.2571523
94,161,162,162,0,2,0.1840554,162,1.772746,0.2840717
91,161,162,152,1,5,0.1840554,162,1.51813,0.2697066
91,160,162,98,0,2,0.1840554,162,1.555939,0.2718397
99,160,162,120,0,3,0.1840554,162,1.64396,0.2768058
96,160,162,155,0,0,0.1840554,162,1.700163,0.2799767
93,161,162,162,1,4,0.1840554,162,1.428027,0.2646231
92,160,162,162,0,4,0.1840554,162,1.626838,0.2758398
92,161,162,127,1,5,0.1840554,162,1.649765,0.2771333
92,160,162,111,1,1,0.1840554,162,1.343597,0.2598596
90,161,162,162,0,1,0.1840554,162,1.645418,0.276888
91,160,162,162,1,1,0.1840554,162,1.495111,0.2684079
95,161,162,144,0,2,0.1840554,162,1.567707,0.2725036
92,159,162,93,0,0,0.1840554,162,1.125107,0.2475327
91,161,162,162,2,3,0.1840554,162,1.318259,0.2584301
94,162,162,106,1,1,0.1840554,162,1.686884,0.2792275
88,160,162,118,2,4,0.1840554,162,1.401814,0.2631442
92,158,162,152,1,1,0.1840554,162,1.303443,0.2575942
81,160,162,102,1,1,0.1840554,162,1.042174,0.2428537
83,160,162,50,0,0,0.1840554,162,1.13164,0.2479013
89,159,162,110,1,4,0.1840554,162,0.9422252,0.2372147
84,160,162,69,0,3,0.1840554,162,0.9811604,0.2394114
84,159,162,70,0,1,0.1840554,162,0.9688755,0.2387183
87,158,162,106,0,0,0.1840554,162,1.161378,0.2495791
87,160,162,130,0,0,0.1840554,162,1.017299,0.2414503
81,160,162,45,0,0,0.1840554,162,0.7150015,0.224395
83,159,162,51,1,1,0.1840554,162,0.8258304,0.2306478
88,158,162,126,0,2,0.1840554,162,1.081268,0.2450593
89,160,162,83,0,0,0.1840554,162,0.7932828,0.2288115
80,159,162,75,1,2,0.1840554,162,0.6113951,0.2185496
85,159,162,80,0,1,0.1840554,162,0.7716153,0.2275891
86,158,162,106,0,1,0.1840554,162,1.019354,0.2415662
83,160,162,162,0,0,0.1840554,162,1.031705,0.242263
77,160,162,93,0,1,0.1840554,162,0.6715473,0.2219433
90,159,162,148,0,0,0.1840554,162,1.461357,0.2665035
77,158,162,75,0,2,0.1840554,162,0.4374456,0.2087356
83,160,162,90,0,0,0.1840554,162,1.009613,0.2410166
81,160,162,72,0,2,0.1840554,162,0.7481455,0.2262649
88,158,162,50,0,4,0.1840554,162,0.8059785,0.2295278
75,158,117,65,0,1,0.1829192,161,0.6083997,0.2170378
90,159,162,61,0,0,0.1840554,162,0.5818823,0.2168845
92,160,162,162,2,2,0.1840554,162,1.086158,0.2453352
85,161,162,104,0,0,0.1840554,162,0.9978715,0.2403542
91,161,162,81,1,1,0.1840554,162,1.08531,0.2452874
95,161,162,149,0,3,0.1840554,162,1.403537,0.2632414
95,160,162,162,1,5,0.1840554,162,1.409156,0.2635584
91,160,162,162,1,1,0.1840554,162,1.42046,0.2641962
93,160,162,78,0,1,0.1840554,162,1.495097,0.2684071
94,161,162,162,0,2,0.1840554,162,1.717444,0.2809517
91,160,162,162,1,5,0.1840554,162,1.930342,0.2929631
98,161,162,162,1,1,0.1840554,162,1.716,0.2808702
91,159,162,162,1,1,0.1840554,162,1.502413,0.2688198
87,160,162,87,0,5,0.1840554,162,1.487186,0.2679607
95,162,162,162,1,1,0.1840554,162,1.692715,0.2795565
95,160,162,162,2,3,0.1840554,162,1.746321,0.2825809
91,160,162,162,2,3,0.1840554,162,1.67672,0.2786541
98,160,162,162,0,3,0.1840554,162,1.687216,0.2792462
91,160,162,162,1,1,0.1840554,162,1.611823,0.2749927
97,161,162,162,1,4,0.1840554,162,1.688501,0.2793187
98,162,162,162,0,4,0.1840554,162,2.02059,0.2980548
97,161,162,112,2,2,0.1840554,162,2.086865,0.301794
93,160,162,110,2,3,0.1840554,162,1.7671,0.2837532
91,160,162,162,1,2,0.1840554,162,1.435091,0.2650216
94,161,162,162,1,6,0.1840554,162,1.919939,0.2923762
97,161,162,162,2,7,0.1840554,162,1.878499,0.2900382
94,161,162,162,2,5,0.1840554,162,2.166021,0.3062599
97,161,162,162,3,7,0.1840554,162,2.073957,0.3010657
101,162,162,162,3,10,0.1840554,162,2.073175,0.3010216
100,161,162,162,1,2,0.1840554,162,2.03432,0.2988294
103,161,162,148,1,1,0.1840554,162,2.260019,0.3115632
98,162,162,162,3,7,0.1840554,162,2.05979,0.3002665
99,160,162,162,1,1,0.1840554,162,1.877651,0.2899904
101,161,162,162,4,5,0.1840554,162,2.077588,0.3012706
94,161,162,162,1,6,0.1840554,162,2.014242,0.2976967
97,161,162,162,3,5,0.1840554,162,2.115052,0.3033843
96,160,162,162,3,6,0.1840554,162,1.987022,0.296161
103,161,162,162,3,6,0.1840554,162,1.710672,0.2805696
95,161,162,162,1,6,0.1840554,162,2.000301,0.2969101
92,161,162,162,3,5,0.1840554,162,1.756856,0.2831753
92,161,162,162,1,2,0.1840554,162,1.935855,0.2932742
95,161,162,162,1,7,0.1840554,162,1.975625,0.295518
102,162,162,162,3,6,0.1840554,162,2.265055,0.3118473
97,161,162,162,2,4,0.1840554,162,2.100475,0.3025618
98,161,162,162,3,5,0.1840554,162,2.0745,0.3010964
95,161,162,149,2,4,0.1840554,162,1.948524,0.293989
97,161,162,162,1,4,0.1840554,162,2.133023,0.3043981
100,160,162,162,0,0,0.1840554,162,1.758897,0.2832904
94,162,162,162,1,1,0.1840554,162,1.634392,0.276266
89,162,162,162,2,2,0.1840554,162,1.80703,0.286006
96,161,162,148,3,6,0.1840554,162,1.590474,0.2737882
100,161,162,162,2,3,0.1840554,162,2.017714,0.2978926
99,161,162,147,1,3,0.1840554,162,1.903877,0.29147
92,160,162,129,3,4,0.1840554,162,1.267503,0.2555665
93,161,162,77,0,0,0.1840554,162,1.434985,0.2650156
90,160,162,162,0,5,0.1840554,162,1.462338,0.2665589
90,160,162,162,0,0,0.1840554,162,1.548716,0.2714322
86,160,162,149,1,1,0.1840554,162,1.177639,0.2504965
89,160,162,81,1,4,0.1840554,162,1.303138,0.257577
95,160,162,162,0,0,0.1840554,162,1.381432,0.2619943
88,160,162,84,0,0,0.1840554,162,1.311248,0.2580346
92,160,162,62,1,1,0.1840554,162,1.186266,0.2509832
87,161,162,57,2,6,0.1840554,162,1.267317,0.255556
87,159,162,93,0,1,0.1840554,162,1.211233,0.2523918
87,161,162,162,2,4,0.1840554,162,1.340152,0.2596652
95,161,162,162,0,0,0.1840554,162,1.678429,0.2787505
90,160,162,162,2,7,0.1840554,162,1.425589,0.2644855
91,161,162,162,1,4,0.1840554,162,1.707306,0.2803797
90,159,162,162,3,3,0.1840554,162,1.710778,0.2805756
89,160,162,108,2,3,0.1840554,162,1.312043,0.2580794
86,158,162,106,0,2,0.1840554,162,1.235909,0.253784
95,162,162,161,0,0,0.1840554,162,1.557728,0.2719406
92,161,162,110,1,1,0.1840554,162,1.440577,0.2653312
89,161,162,162,0,3,0.1840554,162,1.354,0.2604466
91,160,162,108,0,2,0.1840554,162,1.536352,0.2707346
93,161,162,150,1,4,0.1840554,162,1.324726,0.258795
96,160,162,103,1,3,0.1840554,162,1.10112,0.2461794
87,162,162,110,0,1,0.1840554,162,1.121953,0.2473547
85,160,162,98,1,1,0.1840554,162,0.9375736,0.2369523
89,160,162,162,0,1,0.1840554,162,1.175585,0.2503806
86,158,162,147,0,0,0.1840554,162,0.9421722,0.2372117
85,159,162,81,1,1,0.1840554,162,0.9559546,0.2379893
86,159,162,50,1,3,0.1840554,162,0.8883812,0.2341769
87,157,162,110,0,2,0.1840554,162,0.9395747,0.2370651
85,158,162,46,0,0,0.1840554,162,0.9360364,0.2368655
79,160,162,50,0,2,0.1840554,162,0.6813407,0.2224959
86,158,162,59,1,1,0.1840554,162,0.839573,0.2314232
80,160,162,81,0,0,0.1840554,162,1.044003,0.2429569
87,160,162,96,0,1,0.1840554,162,1.260532,0.2551732
81,160,162,94,1,3,0.1840554,162,0.7823231,0.2281932
87,162,162,113,0,1,0.1840554,162,0.8646463,0.2328378
87,160,162,83,0,0,0.1840554,162,1.016862,0.2414256
81,159,162,67,2,2,0.1840554,162,0.8108685,0.2298037
95,159,162,94,0,1,0.1840554,162,1.417518,0.2640302
98,159,162,111,0,1,0.1840554,162,1.492778,0.2682763
87,160,162,159,0,1,0.1840554,162,1.299043,0.2573459
94,160,162,162,1,1,0.1840554,162,1.727079,0.2814952
92,160,162,162,1,2,0.1840554,162,1.678443,0.2787513
93,161,162,162,2,2,0.1840554,162,1.339489,0.2596279
88,160,162,156,1,2,0.1840554,162,1.319531,0.2585019
94,161,162,156,1,2,0.1840554,162,1.45864,0.2663502
89,160,162,112,0,1,0.1840554,162,1.299798,0.2573886
95,159,162,148,0,0,0.1840554,162,1.563956,0.2722921
93,161,162,162,2,2,0.1840554,162,1.494355,0.2683652
97,161,162,162,1,1,0.1840554,162,1.620504,0.2754824
92,160,162,162,0,0,0.1840554,162,1.357896,0.2606664
89,159,162,162,1,4,0.1840554,162,1.099026,0.2460612
89,157,162,162,0,3,0.1840554,162,1.214613,0.2525825
91,160,162,86,0,4,0.1840554,162,1.417903,0.2640519
81,159,162,62,0,2,0.1840554,162,0.7331041,0.2254163
81,160,162,113,1,2,0.1840554,162,1.096071,0.2458945
81,159,162,58,0,2,0.1840554,162,0.755686,0.2266904
87,159,162,67,0,3,0.1840554,162,1.230595,0.2534842
86,160,162,151,0,0,0.1840554,162,1.311686,0.2580592
83,160,162,68,1,2,0.1840554,162,0.9159194,0.2357305
80,159,162,63,0,2,0.1840554,162,0.1905025,0.1948033
85,160,162,76,1,1,0.1840554,162,1.22385,0.2531036
90,161,162,134,0,0,0.1840554,162,1.109297,0.2466407
82,160,162,159,0,1,0.1840554,162,0.9235792,0.2361627
89,160,145,145,1,2,0.1829192,161,1.132289,0.2464171
84,158,162,134,0,0,0.1840554,162,1.105374,0.2464194
87,161,162,72,1,2,0.1840554,162,1.061363,0.2439363
92,161,162,65,2,2,0.1840554,162,1.414417,0.2638552
80,159,162,64,0,2,0.1840554,162,0.8581129,0.2324692
85,161,162,71,0,4,0.1840554,162,0.9471683,0.2374936
95,161,162,111,0,1,0.1840554,162,1.570821,0.2726794
98,160,162,120,2,2,0.1840554,162,1.271611,0.2557983
87,159,162,162,1,1,0.1840554,162,1.483077,0.267729
88,160,162,162,1,2,0.1840554,162,1.488074,0.2680108
87,160,162,80,1,2,0.1840554,162,1.166639,0.2498759
87,160,162,98,0,2,0.1840554,162,1.310201,0.2579755
87,160,162,158,1,2,0.1840554,162,1.090359,0.2455722
86,159,162,154,0,1,0.1840554,162,1.165805,0.2498288
86,159,162,147,0,0,0.1840554,162,0.9490766,0.2376012
92,161,162,94,0,2,0.1840554,162,1.615123,0.2751788
92,159,162,91,0,0,0.1840554,162,1.023382,0.2417935
87,161,162,43,1,3,0.1840554,162,0.9838506,0.2395631
92,161,162,87,1,3,0.1840554,162,1.311089,0.2580256
84,159,162,152,1,2,0.1840554,162,1.074589,0.2446825
93,159,162,162,1,4,0.1840554,162,1.384136,0.2621468
92,161,162,161,1,1,0.1840554,162,1.619497,0.2754256
95,160,162,162,1,1,0.1840554,162,1.623565,0.2756551
97,160,162,162,1,3,0.1840554,162,1.542408,0.2710763
92,160,162,162,1,4,0.1840554,162,1.068665,0.2443483
86,157,145,138,1,2,0.1829192,161,1.068053,0.2428148
88,159,162,162,1,2,0.1840554,162,1.327469,0.2589497
89,160,162,77,0,3,0.1840554,162,1.410031,0.2636078
92,161,162,84,1,1,0.1840554,162,1.387197,0.2623195
94,158,162,151,1,2,0.1840554,162,1.099119,0.2460665
89,160,162,148,2,4,0.1840554,162,1.436416,0.2650964
105,161,162,156,0,1,0.1840554,162,1.367809,0.2612257
76,157,162,131,1,2,0.1840554,162,0.5399388,0.2145181
81,158,162,70,1,2,0.1840554,162,0.703472,0.2237445
85,158,162,124,0,0,0.1840554,162,0.8753674,0.2334426
92,161,162,132,1,2,0.1840554,162,1.171238,0.2501353
87,158,162,83,0,3,0.1840554,162,1.09619,0.2459012
94,159,162,111,0,2,0.1840554,162,1.221915,0.2529945
92,160,162,162,1,4,0.1840554,162,1.735573,0.2819745
93,160,162,159,2,3,0.1840554,162,1.597206,0.274168
90,159,162,162,0,0,0.1840554,162,1.670041,0.2782772
94,161,162,162,2,3,0.1840554,162,1.73552,0.2819715
86,159,162,162,1,2,0.1840554,162,1.291661,0.2569295
88,160,162,162,2,3,0.1840554,162,1.425377,0.2644736
97,162,162,156,1,2,0.1840554,162,1.484615,0.2678157
91,162,162,162,1,3,0.1840554,162,1.722878,0.2812582
90,160,162,162,0,3,0.1840554,162,1.362707,0.2609378
101,162,162,162,1,4,0.1840554,162,1.798826,0.2855432
94,161,162,162,2,2,0.1840554,162,1.702403,0.2801031
97,161,162,162,2,5,0.1840554,162,1.937273,0.2933542
94,160,162,162,0,3,0.1840554,162,1.914625,0.2920764
100,161,162,162,1,1,0.1840554,162,1.992323,0.29646
105,162,162,162,4,4,0.1840554,162,2.054662,0.2999771
101,161,162,162,2,11,0.1840554,162,2.177656,0.3069163
104,160,162,162,1,8,0.1840554,162,1.934477,0.2931964
104,161,162,162,3,3,0.1840554,162,2.122898,0.3038269
101,161,162,162,2,2,0.1840554,162,2.156148,0.3057028
95,160,162,162,2,4,0.1840554,162,1.880182,0.2901332
98,160,162,162,1,2,0.1840554,162,1.954832,0.2943449
94,160,162,162,3,4,0.1840554,162,2.089741,0.3019562
98,161,162,162,2,9,0.1840554,162,2.234191,0.3101059
103,161,162,162,2,6,0.1840554,162,1.87398,0.2897833
98,162,162,162,2,5,0.1840554,162,2.081524,0.3014927
97,161,162,162,3,7,0.1840554,162,2.144194,0.3050284
106,161,162,162,0,3,0.1840554,162,2.282204,0.3128148
98,161,162,162,0,3,0.1840554,162,1.851305,0.288504
108,161,162,162,2,4,0.1840554,162,1.990587,0.2963621
98,162,162,154,3,5,0.1840554,162,2.112177,0.303222
99,162,162,162,2,4,0.1840554,162,1.871515,0.2896442
95,162,162,162,3,6,0.1840554,162,2.117107,0.3035002
96,162,162,162,3,4,0.1840554,162,1.961419,0.2947165
94,161,162,162,0,0,0.1840554,162,1.848151,0.288326
99,162,162,150,3,7,0.1840554,162,1.898457,0.2911642
95,162,162,162,0,7,0.1840554,162,2.077482,0.3012646
102,162,162,162,0,0,0.1840554,162,1.94875,0.2940017
91,160,162,162,0,2,0.1840554,162,1.847661,0.2882984
96,161,162,162,2,6,0.1840554,162,2.050964,0.2997685
100,161,162,159,0,3,0.1840554,162,1.96884,0.2951352
90,159,162,126,0,1,0.1840554,162,1.401841,0.2631457
99,161,162,162,3,6,0.1840554,162,2.060281,0.3002941
92,161,162,162,2,7,0.1840554,162,1.799343,0.2855723
96,161,162,162,1,3,0.1840554,162,1.980263,0.2957796
96,161,162,162,3,5,0.1840554,162,2.038149,0.2990455
95,161,162,162,2,3,0.1840554,162,2.062163,0.3004003
101,160,162,162,1,6,0.1840554,162,1.910662,0.2918528
99,161,162,162,1,11,0.1840554,162,2.069186,0.3007966
95,161,162,162,2,6,0.1840554,162,2.080689,0.3014456
99,161,162,162,3,6,0.1840554,162,2.196541,0.3079818
94,161,162,162,2,7,0.1840554,162,1.948193,0.2939703
89,162,162,162,2,12,0.1840554,162,1.696055,0.2797449
101,162,162,162,2,4,0.1840554,162,2.023956,0.2982447
98,161,162,162,2,8,0.1840554,162,1.872655,0.2897085
102,161,162,162,2,3,0.1840554,162,2.108426,0.3030105
94,161,162,162,2,5,0.1840554,162,2.131446,0.3043092
100,160,162,162,3,3,0.1840554,162,1.90295,0.2914177
99,161,162,162,1,3,0.1840554,162,2.078582,0.3013267
97,162,162,162,3,4,0.1840554,162,2.138708,0.3047189
101,162,162,162,2,6,0.1840554,162,2.245216,0.310728
99,162,162,162,3,3,0.1840554,162,2.224901,0.3095818
97,161,162,162,2,8,0.1840554,162,2.186032,0.3073889
96,161,162,162,1,5,0.1840554,162,2.197336,0.3080266
100,161,162,162,2,5,0.1840554,162,2.327619,0.3153771
99,161,162,162,2,8,0.1840554,162,2.268713,0.3120536
109,162,162,162,2,6,0.1840554,162,2.186535,0.3074173
99,162,162,162,3,7,0.1840554,162,2.171004,0.306541
105,162,162,162,2,8,0.1840554,162,2.129047,0.3041738
93,162,162,162,0,0,0.1840554,162,1.972352,0.2953333
100,162,162,162,2,8,0.1840554,162,2.250345,0.3110174
101,162,162,162,3,4,0.1840554,162,2.229208,0.3098248
95,161,162,162,4,9,0.1840554,162,2.229314,0.3098308
98,161,162,162,4,4,0.1840554,162,2.152384,0.3054905
99,161,162,162,1,1,0.1840554,162,2.096817,0.3023555
100,161,162,162,2,5,0.1840554,162,1.907349,0.2916659
93,161,162,110,1,2,0.1840554,162,1.808421,0.2860845
97,161,162,162,2,7,0.1840554,162,2.012533,0.2976002
93,160,162,162,0,0,0.1840554,162,1.817645,0.2866049
101,160,162,162,2,5,0.1840554,162,1.915102,0.2921033
95,160,162,162,1,3,0.1840554,162,1.860463,0.2890206
99,161,162,149,3,7,0.1840554,162,1.87447,0.2898109
89,161,162,162,0,2,0.1840554,162,1.642874,0.2767445
96,161,162,162,2,3,0.1840554,162,1.801821,0.2857121
105,161,162,162,2,3,0.1840554,162,2.030119,0.2985924
104,161,162,162,0,6,0.1840554,162,1.988612,0.2962507
97,161,162,162,1,1,0.1840554,162,1.814954,0.2864531
96,161,162,162,2,3,0.1840554,162,2.077111,0.3012437
94,162,162,162,2,3,0.1840554,162,1.834343,0.287547
98,160,162,162,2,2,0.1840554,162,1.801013,0.2856665
95,161,162,162,1,1,0.1840554,162,1.918044,0.2922693
95,161,162,157,3,5,0.1840554,162,1.998154,0.296789
97,160,162,162,2,7,0.1840554,162,1.926035,0.2927201
98,161,162,162,3,3,0.1840554,162,1.998896,0.2968309
95,160,162,111,2,5,0.1840554,162,1.73385,0.2818773
96,161,162,157,0,4,0.1840554,162,1.943912,0.2937288
91,161,162,148,0,1,0.1840554,162,1.577036,0.27303
93,161,162,112,2,5,0.1840554,162,1.791087,0.2851065
96,161,162,162,2,6,0.1840554,162,1.920257,0.2923942
103,161,162,162,0,0,0.1840554,162,1.992111,0.2964481
101,161,162,162,1,1,0.1840554,162,1.930753,0.2929863
96,161,162,162,0,3,0.1840554,162,1.910172,0.2918252
91,159,162,128,0,0,0.1840554,162,1.380823,0.2619599
86,160,162,97,0,0,0.1840554,162,1.13596,0.248145
77,160,162,86,0,1,0.1840554,162,0.8334239,0.2310762
90,157,162,63,0,2,0.1840554,162,1.151161,0.2490026
85,160,162,162,0,4,0.1840554,162,1.239103,0.2539642
90,160,145,81,0,1,0.1829192,161,1.46327,0.2649783
89,159,162,146,0,2,0.1840554,162,1.094308,0.2457951
89,160,162,162,1,1,0.1840554,162,1.412867,0.2637678
89,160,162,162,0,1,0.1840554,162,1.582205,0.2733216
96,161,162,155,0,0,0.1840554,162,1.494064,0.2683488
91,161,162,126,0,1,0.1840554,162,1.39654,0.2628466
84,160,162,113,0,1,0.1840554,162,1.161948,0.2496112
82,158,162,118,0,1,0.1840554,162,0.9219227,0.2360692
86,159,162,80,0,2,0.1840554,162,1.168879,0.2500022
83,160,162,78,0,1,0.1840554,162,1.03356,0.2423677
87,159,162,153,1,1,0.1840554,162,1.182383,0.2507641
91,161,162,148,0,0,0.1840554,162,1.570397,0.2726554
89,161,162,162,1,2,0.1840554,162,1.243489,0.2542117
93,161,162,162,0,1,0.1840554,162,1.459912,0.266422
88,160,162,59,1,2,0.1840554,162,1.163724,0.2497114
84,159,162,148,1,3,0.1840554,162,1.287739,0.2567082
96,161,162,162,0,4,0.1840554,162,1.46626,0.2667802
90,160,162,159,0,0,0.1840554,162,1.336785,0.2594753
88,160,162,162,1,3,0.1840554,162,1.501776,0.2687839
92,161,162,152,1,2,0.1840554,162,1.561531,0.2721552
91,161,162,160,0,0,0.1840554,162,1.571404,0.2727123
103,161,162,162,1,2,0.1840554,162,1.501101,0.2687458
94,161,162,162,1,5,0.1840554,162,1.521112,0.2698748
94,161,162,162,1,1,0.1840554,162,1.569337,0.2725956
102,161,162,162,3,5,0.1840554,162,1.781333,0.2845562
97,162,162,159,0,0,0.1840554,162,1.537028,0.2707728
90,160,162,141,1,6,0.1840554,162,1.739748,0.28221
100,159,162,162,1,4,0.1840554,162,1.655529,0.2774585
99,161,162,162,1,5,0.1840554,162,1.93184,0.2930476
91,159,162,160,0,0,0.1840554,162,1.37091,0.2614006
95,160,162,162,1,1,0.1840554,162,1.899,0.2911949
94,161,162,162,1,1,0.1840554,162,2.079788,0.3013947
103,162,162,162,1,1,0.1840554,162,2.058571,0.3001977
96,161,162,162,1,2,0.1840554,162,2.063024,0.3004489
92,162,162,162,2,3,0.1840554,162,1.853982,0.288655
96,162,162,152,3,4,0.1840554,162,2.115993,0.3034374
98,161,162,162,3,4,0.1840554,162,1.617615,0.2753194
90,161,162,111,2,2,0.1840554,162,1.790729,0.2850863
93,160,162,159,1,3,0.1840554,162,1.521801,0.2699137
95,160,162,162,1,1,0.1840554,162,1.920469,0.2924061
85,160,162,162,2,2,0.1840554,162,1.337077,0.2594918
94,160,162,162,2,2,0.1840554,162,1.546781,0.2713231
95,161,162,162,3,5,0.1840554,162,1.779743,0.2844665
94,160,162,162,1,4,0.1840554,162,1.732247,0.2817868
101,161,162,162,0,0,0.1840554,162,1.714953,0.2808111
86,161,162,148,0,2,0.1840554,162,1.474079,0.2672213
90,161,162,142,0,4,0.1840554,162,1.614341,0.2751347
95,160,162,150,1,5,0.1840554,162,1.596438,0.2741246
91,160,162,162,1,3,0.1840554,162,1.656272,0.2775004
96,161,162,60,0,4,0.1840554,162,1.614381,0.275137
93,160,162,162,0,3,0.1840554,162,1.391292,0.2625505
93,160,162,156,2,3,0.1840554,162,1.651037,0.2772051
86,160,162,83,0,3,0.1840554,162,0.9472081,0.2374958
87,160,162,113,0,0,0.1840554,162,1.281921,0.2563799
93,159,162,72,0,0,0.1840554,162,1.344512,0.2599112
93,161,162,154,1,1,0.1840554,162,1.709957,0.2805292
89,161,162,162,0,5,0.1840554,162,1.491281,0.2681918
97,160,162,162,1,2,0.1840554,162,1.192018,0.2513077
92,161,162,161,1,3,0.1840554,162,1.645232,0.2768776
90,160,162,127,1,1,0.1840554,162,1.503486,0.2688804
83,158,162,54,0,2,0.1840554,162,0.887374,0.23412
88,160,162,90,0,1,0.1840554,162,1.287858,0.2567149
85,159,162,129,0,1,0.1840554,162,0.8893221,0.23423
84,159,120,72,0,5,0.1829192,161,1.134422,0.2465367
85,160,162,142,0,0,0.1840554,162,1.241038,0.2540734
87,159,162,69,0,0,0.1840554,162,1.260558,0.2551747
85,160,145,61,1,1,0.1829192,161,1.013816,0.2397732
82,157,162,64,0,3,0.1840554,162,0.6552735,0.2210252
85,160,162,75,0,1,0.1840554,162,1.067605,0.2442885
76,158,162,78,0,1,0.1840554,162,0.4590734,0.2099558
86,159,144,99,0,0,0.1829192,161,0.6179458,0.2175732
80,160,162,49,0,1,0.1840554,162,0.8742542,0.2333798
